"","ccode","population","exp.total","exp.consumption","exp.military","exp.military.wdi","order","exp.econaffairs","exp.environment","exp.housing","exp.health","exp.recreation","exp.education","exp.socprot","exp.genservices","ginv","revenues","gfinworth","gout","gemp","tariffs","soc.oldage","soc.survivors","soc.incap","soc.health","soc.family","soc.labmkt","soc.unempl","soc.housing","soc.other","soc.total","reg.prodmarket","reg.statecontrol","reg.pubown","reg.bizinvolve","reg.entbarrs","reg.startup","reg.barriers","reg.barriers.expl","reg.barriers.other","reg.soes","reg.commandreg","reg.pricecon","reg.permits","reg.complexreg","reg.commrules","reg.aburd.major","reg.aburd.sole","reg.legbarrs","reg.incumbents","reg.antitrustex","reg.tariffs","reg.directcontrols","reg.fdibarrs","reg.govnet","reg.netbarrs","reg.govsoes","reg.servbarrs","reg.forreg","reg.bartfacil","reg.prof.legal.reg","reg.prof.legal.entry","reg.prof.legal.entry.excl","reg.prof.legal.entry.edu","reg.prof.legal.entry.mem","reg.prof.legal.entry.quot","reg.prof.legal.conduct","reg.prof.legal.conduct.prices","reg.prof.legal.conduct.bizform","reg.prof.legal.conduct.adv","reg.prof.legal.conduct.coop","reg.prof.arch.reg","reg.prof.arch.entry","reg.prof.arch.entry.excl","reg.prof.arch.entry.edu","reg.prof.arch.entry.mem","reg.prof.arch.entry.quot","reg.prof.arch.conduct","reg.prof.arch.conduct.prices","reg.prof.arch.conduct.bizform","reg.prof.arch.conduct.adv","reg.prof.arch.conduct.coop","reg.prof.eng.reg","reg.prof.eng.entry","reg.prof.eng.entry.excl","reg.prof.eng.entry.edu","reg.prof.eng.entry.mem","reg.prof.eng.entry.quot","reg.prof.eng.conduct","reg.prof.eng.conduct.prices","reg.prof.eng.conduct.bizform","reg.prof.eng.conduct.adv","reg.prof.eng.conduct.coop","reg.prof.acc.reg","reg.prof.acc.entry","reg.prof.acc.entry.excl","reg.prof.acc.entry.edu","reg.prof.acc.entry.mem","reg.prof.acc.entry.quot","reg.prof.acc.conduct","reg.prof.acc.conduct.prices","reg.prof.acc.conduct.bizform","reg.prof.acc.conduct.adv","reg.prof.acc.conduct.coop","reg.ret.overall","reg.ret.reglic","reg.ret.largeo","reg.ret.protfirms","reg.ret.ophours","reg.ret.pricecon","reg.ret.promo","tax.supra.tot","tax.supra.inc","tax.supra.inc.indiv","tax.supra.inc.corp","tax.supra.inc.oth","tax.supra.ss","tax.supra.ss.workers","tax.supra.ss.emplr","tax.supra.ss.self","tax.supra.ss.oth","tax.supra.payroll","tax.supra.prop","tax.supra.prop.wealth","tax.supra.prop.estate","tax.supra.prop.ftrans","tax.supra.prop.nonrecur","tax.supra.prop.oth","tax.supra.gst","tax.supra.gst.xfer","tax.supra.gst.use","tax.supra.gst.oth","tax.supra.other","tax.fed.tot","tax.fed.inc","tax.fed.inc.indiv","tax.fed.inc.corp","tax.fed.inc.oth","tax.fed.ss","tax.fed.ss.workers","tax.fed.ss.emplr","tax.fed.ss.self","tax.fed.ss.oth","tax.fed.payroll","tax.fed.prop","tax.fed.prop.wealth","tax.fed.prop.estate","tax.fed.prop.ftrans","tax.fed.prop.nonrecur","tax.fed.prop.oth","tax.fed.gst","tax.fed.gst.xfer","tax.fed.gst.use","tax.fed.gst.oth","tax.fed.other","tax.state.tot","tax.state.inc","tax.state.inc.indiv","tax.state.inc.corp","tax.state.inc.oth","tax.state.ss","tax.state.ss.workers","tax.state.ss.emplr","tax.state.ss.self","tax.state.ss.oth","tax.state.payroll","tax.state.prop","tax.state.prop.wealth","tax.state.prop.estate","tax.state.prop.ftrans","tax.state.prop.nonrecur","tax.state.prop.oth","tax.state.gst","tax.state.gst.xfer","tax.state.gst.use","tax.state.gst.oth","tax.state.other","tax.local.tot","tax.local.inc","tax.local.inc.indiv","tax.local.inc.corp","tax.local.inc.oth","tax.local.ss","tax.local.ss.workers","tax.local.ss.emplr","tax.local.ss.self","tax.local.ss.oth","tax.local.payroll","tax.local.prop","tax.local.prop.wealth","tax.local.prop.estate","tax.local.prop.ftrans","tax.local.prop.nonrecur","tax.local.prop.oth","tax.local.gst","tax.local.gst.xfer","tax.local.gst.use","tax.local.gst.oth","tax.local.other","tax.socsec.tot","tax.socsec.inc","tax.socsec.inc.indiv","tax.socsec.inc.corp","tax.socsec.inc.oth","tax.socsec.ss","tax.socsec.ss.workers","tax.socsec.ss.emplr","tax.socsec.ss.self","tax.socsec.ss.oth","tax.socsec.payroll","tax.socsec.prop","tax.socsec.prop.wealth","tax.socsec.prop.estate","tax.socsec.prop.ftrans","tax.socsec.prop.nonrecur","tax.socsec.prop.oth","tax.socsec.gst","tax.socsec.gst.xfer","tax.socsec.gst.use","tax.socsec.gst.oth","tax.socsec.other","tax.all.tot","tax.all.inc","tax.all.inc.indiv","tax.all.inc.corp","tax.all.inc.oth","tax.all.ss","tax.all.ss.workers","tax.all.ss.emplr","tax.all.ss.self","tax.all.ss.oth","tax.all.payroll","tax.all.prop","tax.all.prop.wealth","tax.all.prop.estate","tax.all.prop.ftrans","tax.all.prop.nonrecur","tax.all.prop.oth","tax.all.gst","tax.all.gst.xfer","tax.all.gst.use","tax.all.gst.oth","tax.all.other","scode","country","polity2"
"27",360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8000001,4.8000002,0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUM","Romania",9
"28",365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7333333,5.4000001,5,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUS","Russia",4
"29",366,1316193.667,39.11333333,20.05136187,1.84,2.042590276,1.873333333,4.726666667,0.643333333,0.44,5.226666667,2,5.933333333,12.27,4.143333333,5.216666667,39.32,34.69666667,78.87666667,23.52666667,1.88,7.034,0.06,2.282,4.837,2.825,0.215,0.331,0.026,0.09,17.698,1.2916979,1.6063105,1.8591983,1.3534226,1.5589573,1.8265432,0.70982575,0.053795449,1.3658561,1.8,2.1041667,0.60267854,4,2.0570796,0.11415895,1.6,0.60000002,0.20689656,0.79324937,0,0,0.41379312,0.1075909,3.723,2.1728516,1.5,3.2796295,1.0092857,1.7224264,3.0208333,4.1666665,6,4.6666665,6,0,1.875,0,0,3,4.5,1.0416666,2.0833333,6,2.3333333,0,0,0,0,0,0,0,1.0416666,2.0833333,6,2.3333333,0,0,0,0,0,0,0,2.0416667,4.0833335,6,4.3333335,6,0,0,0,0,0,0,1.5,6,0,0,0,3,0,0.165,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,27.435,7.78,5.726,2.054,0,5.717,0,5.659,0.058,0,0,0,NA,NA,NA,NA,NA,13.938,13.509,0.428,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335,0,0,0,0,0,NA,NA,NA,NA,0,0.281,0,0,0,0,0,0.054,0.021,0.033,0,0,5.373,0,0,0,0,5.373,0.481,4.854,0.038,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,33.307,7.78,5.726,2.054,0,11.089,0.481,10.513,0.096,0,0,0.281,0,0,0,0,0,13.992,13.531,0.461,0,0,"EST","Estonia",9
"30",367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40000001,2.4000001,0,0,0,0,0,0.197,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.031,0.031,NA,NA,0,15.041,2.785,1.187,1.598,0,0,NA,NA,NA,NA,0.012,0.182,0,0.011,0.171,0,0,12.061,11.406,0.655,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.636,4.752,4.752,0,0,0,NA,NA,NA,NA,0,0.81,0,0,0,0,0,0.074,0.03,0.044,0,0,8.346,0,NA,NA,NA,8.346,2.406,5.889,0.051,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,29.221,7.538,5.94,1.598,0,8.346,2.406,5.889,0.051,0,0.012,0.992,0,0.011,0.171,0,0,12.166,11.468,0.698,0,0,"LAT","Latvia",8
"31",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1095238,1.8,4,0,0,0.85714287,0,0.294,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.03,0.03,0,0,0,16.657,5.38,3.846,1.533,0,0,NA,NA,NA,NA,0,0.003,0,0,0,0,0,11.275,11.125,0.149,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,0,NA,NA,NA,0,NA,NA,NA,NA,0,0.335,0,0.004,0,0,0,0.048,0,0.048,0,0,11.543,0,NA,NA,NA,11.543,2.323,7.76,1.461,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,28.877,5.38,3.846,1.533,0,11.543,2.323,7.76,1.461,0,0,0.338,0,0.004,0,0,0,11.352,11.155,0.197,0,0,"LIT","Lithuania",10
"32",375,5494349.333,57.51333333,23.73567784,1.406666667,1.418955312,1.296666667,4.79,0.25,0.403333333,7.923333333,1.473333333,6.346666667,25.26666667,8.36,4.04,54.67666667,53.36333333,80.39,24.98,1.88,12.167,0.81,3.62,5.736,3.113,1.004,2.369,0.692,0.882,30.392,1.2934831,2.1329598,2.9616041,1.3043154,1.5459635,1.7447531,0.20152599,0.055909093,0.34714288,3.1083333,1.7023809,0.90625,2.6666667,1.6299214,0.59317613,1.2,1.2,0.89999998,1.2632161,0,0,2.7041667,0.11181819,3.0339167,2.8896484,3,2.8342593,0.69428575,0,0.77083331,0.79166663,1.5,1.6666666,0,0,0.75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7083333,2.6666665,6,4.6666665,0,0,0.75,0,0,0,3,2.8619046,3.5999999,3,6,3.7142856,0.85714287,0,0.115,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.037,0.037,0,0,0,20.679,5.786,4.412,1.374,0,0,NA,NA,NA,NA,0,0.675,0,0.301,0.374,0,0,14.18,13.676,0.504,0,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.431,9.658,8.862,0.796,0,0.007,0.002,0.005,0,0,0,0.765,0,0,0,0,0,0.001,0,0,0,0,12.702,0,NA,NA,NA,12.702,3.034,8.693,0.975,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,43.928,15.444,13.275,2.169,0,12.709,3.036,8.698,0.975,0,0,1.439,0,0.301,0.374,0,0,14.218,13.713,0.504,0,0.039,"FIN","Finland",10
"33",380,9926656.333,51.35666667,26.09706302,1.293333333,1.058356484,1.34,4.293333333,0.31,0.75,6.983333333,1.116666667,6.563333333,21.26,7.47,4.323333333,50.48,28.42333333,69.92,28.51666667,1.88,9.079,0.321,4.544,6.286,3.537,1.265,0.331,0.443,0.948,26.755,1.5194523,2.2244525,3.4489052,1,1.7104869,1.4453703,0.62341756,0.17683522,1.0699999,3.8,1.625,0.375,4.6666665,2.7691262,0.87158567,1.4,1,0.80000001,0.91696429,0,0,1.7586207,0.35367045,2.987,1.9508929,5.25,1.936111,0.34,1.8,0.5625,0,0,0,0,0,1.125,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,2.125,4.5,4,0,0,1.125,0,0,0,4.5,0.60000002,0.60000002,0,3,0,0,0,0.149,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.001,0.001,0,0,0,22.079,0.335,-2.615,2.95,0,4.303,0,4.263,0.045,-0.005,4.622,0.665,0,0,0.272,0,0,12.122,11.676,0.446,0,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.516,15.137,15.137,0,0,0,NA,NA,NA,NA,0,0.379,0,0,0,0,0,0,0,0,0,0,5.337,0,NA,NA,NA,5.337,2.58,2.681,0.076,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,43.081,15.471,12.522,2.95,0,9.64,2.58,6.944,0.12,-0.005,4.622,1.044,0,0,0.272,0,0,12.123,11.677,0.446,0,0.032,"SWD","Sweden",10
"34",385,5233364.667,46.23333333,23.95721859,1.45,1.579132586,1.033333333,4.86,0.836666667,0.69,7.91,1.426666667,5.166666667,18.39333333,4.46,4.53,54.75,247.09,74.14666667,29.87333333,3.353333333,8.53,0.266,5.577,6.422,3.259,0.516,0.445,0.126,0.828,25.969,1.4623799,2.1297629,3.3026805,0.95684522,1.6907456,1.3481481,0.5666315,0.25397727,0.87928569,4.1500001,1.2261904,0.6875,3.3333333,2.0633247,0.79331595,1.4,0,1.9666667,1.6607639,0,0,0.95689654,0.50795454,3.6038249,3.015625,4.5,2.6444445,0.75857145,1,2.0416667,2.5833335,6,4.3333335,0,0,1.5,0,0,0,6,0.39583331,0.79166663,1.5,1.6666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,6,4,0,0,0,0,0,0,0,2.0119047,4.5,2,3,0.85714287,1.7142857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.515,10.096,5.6,4.496,0,10.441,3.613,6.137,0.691,0,0,0.441,0.112,0.009,0.27,0,0,11.537,10.982,0.555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.913,5.15,5.15,0,0,0,NA,NA,NA,NA,0,0.7,0.341,0,0,0,0,0.063,0,0.063,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,38.428,15.246,10.75,4.496,0,10.441,3.613,6.137,0.691,0,0,1.141,0.453,0.009,0.27,0,0,11.6,10.982,0.618,0,0,"NOR","Norway",10
"35",390,5725491,55.32333333,25.00676686,1.19,1.136416198,1,3.6,0.46,0.253333333,8.55,1.773333333,7.02,24.04666667,7.42,3.586666667,55.01666667,-4.273333333,85.85,29.44666667,1.88,10.801,2.042,4.428,6.672,3.441,2.052,0,0.703,1.465,31.604,1.2093341,1.9190407,2.8013749,1.0367063,1.2595639,1.2975309,0.44939774,0.098795459,0.80000001,2.3,1.4484127,0.625,2,1.2842207,0.56844133,1.2,0,0.80000001,1.1969401,0.57499999,0,0.52083337,0.19759092,2.7596667,2.2158203,5.625,2.6925926,0.40000001,1.2,2.1458333,3.0416665,1.5,4.6666665,6,0,1.25,1,1,0,3,0.1875,0.375,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95833331,1.9166666,3,4.6666665,0,0,0,0,0,0,0,1.6857142,2.4000001,3,3,0.85714287,0.85714287,0,0.164,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.002,0.002,0,0,0,33.668,18.398,14.589,2.714,1.095,0.04,0.04,0,0,0,0.283,0.532,0,0.248,0.283,0,0,14.4,13.262,0.793,0.344,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.274,10.888,10.888,0,0,0,NA,NA,NA,NA,0,1.385,0,0,0,0,0,0,0,0,0,0,0.027,0,NA,NA,NA,0.027,0,0.027,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,46.132,29.286,25.477,2.714,1.095,0.067,0.04,0.027,0,0,0.283,1.917,0,0.248,0.283,0,0,14.401,13.264,0.793,0.344,0.015,"DEN","Denmark",10
"36",395,336551.3333,44.02333333,23.2153115,0.023333333,NA,1.48,5.356666667,0.583333333,0.476666667,7.45,3.17,7.526666667,9.933333333,8.023333333,2.956666667,43.11333333,NA,NA,NA,1.486666667,5.96,0.538,5.092,5.011,3.396,0.048,0.502,0.566,0.703,21.816,1.4972795,1.9684445,2.5828073,1.3540816,2.0699589,1.9969136,0.45343506,0.49972728,0.40714288,2.5925925,1.3,1.4081633,4,2.6087964,1.2175926,1.8,0.80000001,2,1.6041666,0,0,0.73863637,0.99945456,2.5,2.8125,4.5,3.3907406,0.38571429,0.42857143,1.7708334,2.7916667,1.5,3.6666667,6,0,0.75,0,0,3,0,1.3333333,2.6666665,6,4.6666665,0,0,0,0,0,0,0,1.3333333,2.6666665,6,4.6666665,0,0,0,0,0,0,0,2.4583333,4.1666665,6,4.6666665,6,0,0.75,0,0,3,0,1.4166666,4.5,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.026,9.42,5.706,2.351,1.363,3.566,NA,NA,NA,3.566,0.297,0.393,0.029,0.131,0.194,0.016,0.015,11.633,11.19,0.443,0,1.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.305,7.626,7.626,0,0,0,NA,NA,NA,NA,0,1.553,0,0,0,0,0,0.127,0,0.127,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,36.331,17.046,13.332,2.351,1.363,3.566,NA,NA,NA,3.566,0.297,1.946,0.029,0.131,0.194,0.016,0.015,11.76,11.19,0.57,0,1.717,NA,NA,NA
"37",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88571429,3.5999999,0,0,0,1.7142857,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAF","South Africa",9
