,Elected,Gender,YearBirth,PoliticalParty,TypeofElection,Region,Income2008,Income2009,Income2010,Income2011,Income2012,PoliticalSelfPositioning,PersonalCampaign,CountryofBirth,OccupationalStatus,HighestDiploma,Q1_WomenQuotaCompanies,Q2_RetirementIncrease,Q3_WorkWeekTime,Q4_CompanyChoiceLayoff,Q5_UnemploymentBenefits,Q6_YouthSalary,Q7_PupilsGrade,Q8_StateSchools,Q9_HighSchool2College,Q10_PrivateSchools,Q11_BehaviorGrade,Q12_StateHealthCare,Q13_ChildbirthAllowance,Q14_HelpDisabilities,Q15_ProfitsHealthcare,Q16_UndocumentedHealth,Q17_CapitalTax,Q18_FiscalDeduction,Q19_PrivatizeCompanies,Q20_ParentalLeave.,Q21_SupportRural,Q22_NuclearPowerLess,Q23_DieselTax,Q24_WindPowerLess,Q25_Wolves,Q26_FacilitateAsylum,Q27_LessRefugees,Q28_MunicipalitiesRefugees,Q29_PolicingRefugees,Q30_SwedenEU,Q31_DefenseSpending,Q32_SwedenNATO,Q33_FreeMuseum,Q34_RighttoCopy,Q35_MonitorInternet,Q36_WineSale,Q37_IncomeInequalities,Q38_MoreMarket,Q39_WomenPower,Q40_PunishmentMore,Q41_Multiculti,Q42_ChristianInfluence,Q43_ReturnEducation,Q44_GayRights,Q45_ClimatePriority
51,X,F,1958,SocialDemocrats (S),R ,SkÃ¥ne läns södra,388317,409257,427545,389623,462342,ClearlyLeft ,No,Sverige,PublicSector ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
52,X,M,1967,SwedishDemocrats (SD),R ,Hela landet 1,382457,402375,566048,682710,690681,NeitherLeftnorRight,No,,PublicSector ,HighSchool ,Against,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against
53,X,F,1990,SwedishDemocrats (SD),R ,Hela landet 1,0,6950,0,68338,60850,CenterRight ,No,Sverige,Student ,HighSchool ,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against
54,X,F,1985,LeftParty (V),R ,Stockholms stad och län,154488,121587,78666,93237,222450,ClearlyLeft ,No,Sverige,Student ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
55,X,M,1989,SwedishDemocrats (SD),R ,Hela landet 1,231825,286144,156436,321883,166957,ClearlyRight,Yes ,Sverige,Student ,HighSchool ,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against
56,X,M,1991,LeftParty (V),R ,Dalarnas län,0,0,0,317217,329048,ClearlyLeft ,No,Iran,Student ,HighSchool ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
57,X,M,1993,ModerateRight (M),R ,Gotlands län,22500,21800,80245,61888,161543,CenterRight ,Yes ,Sverige,Student ,HighSchool ,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
58,X,M,1965,ModerateRight (M),R ,Västra Götalands läns östra,640870,658421,664404,678289,695290,ClearlyRight,Yes ,Sverige,FullTimePolitician ,NonResponse,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against
59,X,F,1966,ModerateRight (M),R ,Stockholms län,748786,755430,723043,860592,1256815,,Yes ,Sverige,FullTimePolitician ,NonResponse,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
60,X,M,1968,SocialDemocrats (S),R ,Blekinge län,662951,689506,686673,701444,713206,CenterLeft ,No,Sverige,FullTimePolitician ,NonResponse,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
61,X,M,1981,SwedishDemocrats (SD),R ,Hela landet 1,312042,279952,269986,431203,499500,NeitherLeftnorRight,No,Sverige,FullTimePolitician ,NonResponse,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against
62,X,M,1975,CenterParty (C),R ,Värmlands län,486582,514344,518814,530077,554692,,,,Other,NonResponse,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor
63,X,M,1983,SocialDemocrats (S),R ,Göteborgs kommun,40303,27791,80424,56781,140253,CenterLeft ,No,Sverige,Other,NonResponse,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
64,X,F,1977,ChristianDemocrats (KD),R ,SkÃ¥ne läns södra,389449,306487,0,0,0,CenterRight ,Yes ,,Other,NonResponse,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor
65,X,M,1964,ChristianDemocrats (KD),R ,Stockholms län,558337,591759,691388,699028,703961,,,,Other,NonResponse,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor
66,X,M,1963,SocialDemocrats (S),R ,Hallands län,667985,656192,685703,779112,790539,CenterLeft ,No,Sverige,Other,NonResponse,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
67,X,F,1973,ModerateRight (M),R ,Västra Götalands läns östra,677298,682984,727856,821517,878279,,,,Other,NonResponse,Against,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against
68,X,M,1957,CenterParty (C),R ,Jämtlands län,1142700,1028641,424748,1067460,838889,,Yes ,,OwnBusiness ,NonResponse,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
69,X,M,1964,LeftParty (V),R ,Norrbottens län,405037,394636,430253,415823,414421,ClearlyLeft ,No,Sverige,PrivateSector ,NonResponse,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against
70,X,M,1976,LeftParty (V),R ,Malmö kommun,NA,NA,NA,NA,NA,ClearlyLeft ,No,,PublicSector ,NonResponse,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
71,X,M,1956,ModerateRight (M),R ,Östergötlands län,1076004,1098898,1044965,843884,880546,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
72,X,M,1973,ModerateRight (M),R ,Hela landet,627125,590200,667132,683250,690630,ClearlyRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
73,X,M,1956,ChristianDemocrats (KD),R ,SkÃ¥ne läns norra och östra,396540,413952,472830,689744,701556,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against
74,X,M,1945,SocialDemocrats (S),R ,Stockholms län,872403,848174,923505,1314588,1385552,CenterLeft ,No,Sverige,FullTimePolitician ,UniversityDiploma,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
75,X,F,1933,Peoples Party (F),R ,Stockholms stad och län,1300898,1293618,1277115,1286459,1318888,CenterLeft ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
76,X,M,1972,ModerateRight (M),R ,Värmlands län,453074,334846,471623,483920,620568,ClearlyRight,Yes ,Sverige,PrivateSector ,UniversityDiploma,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
77,X,F,1968,ModerateRight (M),R ,SkÃ¥ne läns södra,447170,467887,498921,759507,763743,ClearlyRight,Yes ,Bulgarien,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
78,X,F,1966,ModerateRight (M),R ,SkÃ¥ne läns norra och östra,656293,722738,659857,628154,700696,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
79,X,M,1974,ModerateRight (M),R ,Stockholms län,640123,608918,619059,731324,761780,ClearlyRight,Yes ,Italien,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
80,X,F,1947,ModerateRight (M),R ,Dalarnas län,426473,412327,502831,908867,1043103,ClearlyRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against
81,X,F,1956,ModerateRight (M),R ,Västernorrlands län,659758,671016,680016,690461,726591,ClearlyLeft ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor
82,X,F,1977,SocialDemocrats (S),R ,Norrbottens län,412114,265129,375649,667438,691814,CenterLeft ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
83,X,F,1958,Greens (MP),R ,Värmlands län,326077,332172,450635,670994,681593,ClearlyLeft ,No,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
84,X,M,1973,ModerateRight (M),R ,Malmö kommun,1257059,1296860,1372734,1414800,1450800,ClearlyRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
85,X,F,1965,CenterParty (C),R ,Västra Götalands läns östra,720000,716533,736854,794687,798024,NeitherLeftnorRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
86,X,F,1970,Peoples Party (F),R ,Jönköpings län,362646,621719,755679,696292,706300,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
87,X,F,1959,ModerateRight (M),R ,Stockholms kommun,656001,635115,659397,658114,664991,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against
88,X,M,1947,CenterParty (C),R ,Östergötlands län,733891,745160,635081,708012,737074,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor
89,X,F,1948,SocialDemocrats (S),R ,Västernorrlands län,945892,993296,1038303,991038,1053488,ClearlyLeft ,No,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
90,X,F,1961,ChristianDemocrats (KD),R ,Västra Götalands läns östra,287552,315092,398799,684434,694141,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against
91,X,M,1958,SocialDemocrats (S),R ,Södermanlands län,922376,958153,983130,787854,779301,CenterLeft ,No,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,Against,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
92,X,M,1961,ModerateRight (M),R ,Västra Götalands läns södra,1541834,635211,665042,676593,692823,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against
93,X,M,1967,Greens (MP),R ,Örebro län,667501,673462,661081,704075,754597,NeitherLeftnorRight,No,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
94,X,F,1972,SocialDemocrats (S),R ,Västmanlands län,396604,424047,424465,519448,531243,CenterLeft ,No,Sverige,FullTimePolitician ,UniversityDiploma ,InFavor,Against,Against,Against,InFavor,Against,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
95,X,M,1957,CenterParty (C),R ,Kronobergs län,1288800,1330910,1372800,1406110,1459600,NeitherLeftnorRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,Against,Against,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor
96,X,M,1976,LeftParty (V),R ,Stockholms stad och län,NA,NA,NA,NA,NA,ClearlyLeft ,No,Iran,FullTimePolitician ,UniversityDiploma ,InFavor,Against,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor
97,X,F,1958,ModerateRight (M),R ,Södermanlands län,694163,683047,750309,718442,738660,ClearlyRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
98,X,M,1979,ModerateRight (M),R ,Stockholms kommun,697456,728030,838594,671090,687536,ClearlyRight,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
99,X,M,1979,SwedishDemocrats (SD),R ,Hela landet 1,NA,NA,NA,NA,NA,CenterRight ,No,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,Against,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,InFavor,Against
100,X,F,1985,ModerateRight (M),R ,Stockholms kommun,91048,46577,78758,597726,725951,CenterRight ,Yes ,Sverige,FullTimePolitician ,UniversityDiploma ,Against,InFavor,Against,Against,Against,Against,InFavor,Against,Against,Against,Against,Against,Against,Against,Against,Against,Against,InFavor,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,Against,Against,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
101,X,M,1978,Peoples Party (F),R ,Västmanlands län,471501,474986,663116,699549,711641,CenterRight ,Yes ,Libanon,FullTimePolitician ,UniversityDiploma ,InFavor,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,InFavor,Against,InFavor,Against,Against,Against,InFavor,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,Against,InFavor,InFavor,InFavor,Against,InFavor,Against,InFavor,InFavor,InFavor,InFavor,InFavor,Against,InFavor,InFavor,Against
